Rayland,65336,6.589193
Grace,63919,6.446287
I,57357,5.784504
Orlando,45561,4.594867
Somerive,39109,3.944177
Lennard,24161,2.436658
Mrs_Lennard,23682,2.388351
Fleming,18631,1.878953
Monimia,17641,1.77911
Mrs_Fleming,17434,1.758234
aunt,15736,1.586989
Mr_Somerive,15314,1.54443
son,14932,1.505905
Mrs_Somerive,14641,1.476558
Woodford,14363,1.448521
Philip,11042,1.113595
Hollybourn,9941,1.002559
father,8672,0.874579
John,8249,0.831919
Sir_John,8220,0.828994
Carr,8206,0.827582
Doctor_Hollybourn,7602,0.766668
Belgrave,7246,0.730765
Tracy,6648,0.670457
General_Tracy,6288,0.63415
servant,6200,0.625275
Roker,5918,0.596836
fellow,5780,0.582918
lady,5334,0.537939
officer,5172,0.521601
family,5159,0.52029
Pattenson,5146,0.518979
house,5144,0.518777
person,4860,0.490135
it,4649,0.468856
Isabella,4614,0.465326
company,4426,0.446366
Warwick,4326,0.436281
He,4286,0.432247
nephew,4128,0.416312
Mr_Stockton,4059,0.409354
Mrs_Roker,3829,0.386158
Lieutenant,3754,0.378594
brother,3674,0.370526
Selina,3536,0.356609
length,3494,0.352373
hunter,3453,0.348238
Walterson,3389,0.341784
pease,3379,0.340775
mother,3378,0.340674
gentleman,3346,0.337447
wife,3217,0.324437
soldiers,3056,0.3082
Newill,2870,0.289442
Betty,2865,0.288938
Mrs_Newill,2857,0.288131
captain,2827,0.285105
husband,2802,0.282584
place,2731,0.275424
body,2725,0.274819
appointment,2708,0.273104
agitation,2662,0.268465
plans,2658,0.268062
Eliza,2594,0.261607
misconduct,2579,0.260094
business,2502,0.252329
daughters,2485,0.250614
circumstance_that,2449,0.246984
we,2434,0.245471
pleasure,2424,0.244463
auditor,2422,0.244261
means,2392,0.241235
Englishman,2390,0.241034
prudery,2385,0.240529
Mr_Carr,2255,0.227419
Sir_saw,2174,0.21925
name,2133,0.215115
Jacob,2116,0.2134
consultations,2051,0.206845
folks,1989,0.200592
me,1984,0.200088
It,1977,0.199382
sea,1967,0.198374
acquaintance,1945,0.196155
Mr_Roker,1945,0.196155
Olivier,1944,0.196054
sense,1928,0.19444
America,1927,0.19434
account,1901,0.191718
You,1880,0.1896
Jonas,1872,0.188793
adventurer,1864,0.187986
Ann-Jane-Eliza,1860,0.187583
himself,1839,0.185465
Sir_Hildebrand,1829,0.184456
Hildebrand,1829,0.184456
nothing,1782,0.179716
presence,1769,0.178405
justice_totally,1764,0.177901
messenger,1727,0.174169
men,1719,0.173363
defence,1711,0.172556
idea,1679,0.169329
campaign,1670,0.168421
rights,1666,0.168018
liberties,1662,0.167614
partiality,1605,0.161866
arm,1603,0.161664
lieutenant,1593,0.160655
Sir_,1557,0.157025
expedition,1454,0.146637
party,1446,0.14583
Stockton_saw,1444,0.145629
Mr_Pattenson,1442,0.145427
Mr_Walterson,1418,0.143007
Hall,1411,0.142301
group,1396,0.140788
smile,1370,0.138166
visage,1369,0.138065
kinsman,1343,0.135443
embarkation,1296,0.130703
note,1294,0.130501
situation,1291,0.130198
forget,1291,0.130198
Ireland,1234,0.12445
things,1225,0.123542
Time,1225,0.123542
prosperity,1225,0.123542
papers,1185,0.119508
opportunity,1181,0.119105
heart,1159,0.116886
Whose,1157,0.116684
pictures,1156,0.116584
medals,1156,0.116584
curiosities,1156,0.116584
General_could,1126,0.113558
share,1094,0.110331
composition,1093,0.11023
orphan,1090,0.109927
people,1089,0.109827
whim,1089,0.109827
warrior,1062,0.107104
friend,1059,0.106801
hearing,1045,0.105389
Owen,1030,0.103876
Perseus,1020,0.102868
Madam,1018,0.102666
vivacity,985,0.099338
wanderer,959,0.096716
difficulties,958,0.096615
engagement,947,0.095506
paper,938,0.094598
list_of,929,0.09369
skirmish,929,0.09369
ORLANDO,918,0.092581
uncle,910,0.091774
coachman,906,0.091371
wish,900,0.090766
solicitor,900,0.090766
reserve,890,0.089757
veteran,887,0.089455
hum,887,0.089455
negro,864,0.087135
Sir_Knight,859,0.086631
Knight,859,0.086631
SOMERIVE,848,0.085522
money,835,0.08421
forbore,803,0.080983
kindness,799,0.08058
Mr_Brock,798,0.080479
Brock,798,0.080479
Mrs_Somverive,798,0.080479
Somverive,798,0.080479
days,792,0.079874
ladies,788,0.07947
task,785,0.079168
voice,758,0.076445
necessity,757,0.076344
She,755,0.076142
conduct,748,0.075436
girl,744,0.075033
weeks,744,0.075033
dinner,735,0.074125
families,730,0.073621
Colonel,730,0.073621
penance,729,0.07352
Christmas_,729,0.07352
periods,729,0.07352
dinners,729,0.07352
sort,726,0.073218
conversation,724,0.073016
squire,720,0.072613
Carloraine,718,0.072411
water,717,0.07231
Lady_was,705,0.0711
General_had,698,0.070394
mine,695,0.070091
time,677,0.068276
neighbours,677,0.068276
vessel,666,0.067167
eyes,662,0.066763
cavaliers,650,0.065553
rebellion,650,0.065553
neighbourhood,648,0.065351
path,645,0.065049
fortnight,643,0.064847
Stockton_loved,628,0.063334
simplicity,626,0.063133
attachment,625,0.063032
offence,625,0.063032
dress,625,0.063032
Miss_Eliza,625,0.063032
General_concluded,625,0.063032
Lord_Carloraine,625,0.063032
thing,585,0.058998
army,565,0.056981
consideration,554,0.055871
nature,554,0.055871
village,551,0.055569
officers,549,0.055367
look,545,0.054964
delays,541,0.05456
advantage,538,0.054258
sister_reposed,530,0.053451
soldier,529,0.05335
guest_make,529,0.05335
faith,529,0.05335
understanding_business,529,0.05335
pursuit,529,0.05335
misfortunes,528,0.053249
daughter,528,0.053249
hurry,523,0.052745
Indians,518,0.052241
behaviour,515,0.051938
Sir_hoped,512,0.051636
Doctor_s,512,0.051636
London,504,0.050829
intercourse,502,0.050627
increase,501,0.050526
Stockton_might,500,0.050425
pain,497,0.050123
incident,486,0.049014
prudence,485,0.048913
Stockton_very,484,0.048812
reflection,476,0.048005
customs_of,470,0.0474
command,470,0.0474
General_Burgoyne,470,0.0474
Burgoyne,470,0.0474
period,470,0.0474
North,466,0.046997
avarice,463,0.046694
confusion,451,0.045484
resolutions,449,0.045282
property,448,0.045181
assignation,446,0.044979
years,442,0.044576
building,442,0.044576
feeling,441,0.044475
pocket,441,0.044475
coat,441,0.044475
Company,441,0.044475
Sir_recollected,441,0.044475
wine,441,0.044475
country,440,0.044374
